,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
5686,Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,46,60,276,166,Online,39.86
5687,West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,60,120,52,Online,56.67
5688,West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38,60,228,107,Online,53.07
5689,Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37,60,222,109,Online,50.9
5690,Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,39,60,234,117,Online,50
5691,Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,60,246,125,Online,49.19
5692,Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,50,60,300,132,Online,56
5693,Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Men's Apparel,49,60,294,121,Online,58.84
5694,Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,49,60,294,129,Online,56.12
5695,Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,41,60,246,108,Online,56.1
5696,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,39,60,234,126,Online,46.15
5697,Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,234,126,Online,46.15
5698,Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,29,60,174,66,Online,62.07
5699,Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,58,60,348,157,Online,54.89
5700,Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,32,60,192,77,Outlet,59.9
5701,Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,60,258,119,Outlet,53.88
5702,West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,44,60,264,164,Outlet,37.88
5703,Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Apparel,44,60,264,69,Outlet,73.86
5704,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,47,60,282,62,Outlet,78.01
5705,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,46,60,276,97,Outlet,64.86
5706,Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,34,60,204,80,Outlet,60.78
5707,Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,26,60,156,69,Outlet,55.77
5708,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,32,60,192,81,Outlet,57.81
5709,Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,186,86,Outlet,53.76
5710,Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,23,60,138,44,Outlet,68.12
5711,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,39,60,234,66,Outlet,71.79
5712,Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,60,216,69,Outlet,68.06
5713,Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,47,60,282,93,Outlet,67.02
5714,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,60,312,103,Outlet,66.99
5715,Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,51,59,301,150,Online,50.17
5716,Kohl's,1189833,1/7/2021,Midwest,Montana,Billings,Men's Apparel,48,59,283,204,Online,27.92
5717,Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,57,59,336,175,Online,47.92
5718,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,319,156,Online,51.1
5719,West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,43,59,254,99,Online,61.02
5720,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Street Footwear,50,59,295,112,Online,62.03
5721,Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,59,136,68,Online,50
5722,West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Apparel,58,59,342,181,Online,47.08
5723,Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41,59,242,119,Online,50.83
5724,West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34,59,201,110,Online,45.27
5725,Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,59,112,53,Online,52.68
5726,Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,29,59,171,74,Online,56.73
5727,Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27,59,159,67,Online,57.86
5728,Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,37,59,218,116,Online,46.79
5729,Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,59,218,87,Online,60.09
5730,West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,59,59,348,212,Online,39.08
5731,West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9,59,53,23,Online,56.6
5732,West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,37,59,218,109,Online,50
5733,West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23,59,136,68,Online,50
5734,Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Apparel,33,59,195,78,Online,60
5735,Foot Locker,1185732,1/17/2021,Northeast,Maryland,Baltimore,Men's Apparel,49,59,289,121,Online,58.13
5736,Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,27,59,159,88,Online,44.65
5737,Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,24,59,142,75,Online,47.18
5738,Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Men's Apparel,55,59,325,143,Online,56
5739,Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,51,59,301,114,Online,62.13
5740,Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,53,59,313,144,Online,53.99
5741,Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,59,58,342,154,Online,54.97
5742,Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53,58,307,166,Online,45.93
5743,West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,43,58,249,155,Online,37.75
5744,Foot Locker,1185732,11/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,49,58,284,117,Online,58.8
5745,Foot Locker,1185732,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,58,197,85,Online,56.85
5746,Foot Locker,1185732,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,53,58,307,191,Online,37.79
5747,Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,42,58,244,124,Online,49.18
5748,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,59,58,342,120,Online,64.91
5749,Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,58,220,110,Online,50
5750,West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,39,58,226,104,Online,53.98
5751,West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,39,58,226,109,Online,51.77
5752,West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Apparel,46,58,267,157,Online,41.2
5753,Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,51,58,296,121,Online,59.12
5754,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56,58,325,133,Online,59.08
5755,Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,38,58,220,101,Online,54.09
5756,Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,38,58,220,115,Online,47.73
5757,Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Apparel,43,58,249,117,Online,53.01
5758,Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,58,145,70,Online,51.72
5759,Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,32,58,186,93,Online,50
5760,Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,58,220,95,Online,56.82
5761,Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27,58,157,66,Online,57.96
5762,West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,41,58,238,105,Online,55.88
5763,West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41,58,238,105,Online,55.88
5764,West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,44,58,255,115,Online,54.9
5765,Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48,58,278,128,Online,53.96
5766,Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,32,58,186,91,Online,51.08
5767,Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,58,220,121,Online,45
5768,Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,48,58,278,114,Online,58.99
5769,Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,58,215,112,Online,47.91
5770,Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,52,58,302,154,Online,49.01
5771,Sports Direct,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,64,58,371,189,Online,49.06
5772,Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,58,278,153,Online,44.96
5773,Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42,58,244,105,Online,56.97
5774,Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,29,58,168,76,Outlet,54.76
5775,West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Apparel,33,58,191,84,Outlet,56.02
5776,West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,87,40,Outlet,54.02
5777,Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,58,174,59,Outlet,66.09
5778,Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,41,58,238,86,Outlet,63.87
5779,Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,25,58,145,64,Outlet,55.86
5780,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,58,186,69,Outlet,62.9
5781,Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,31,58,180,50,Outlet,72.22
5782,Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Apparel,55,58,319,118,Outlet,63.01
5783,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,50,58,290,93,Outlet,67.93
5784,Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,41,57,234,119,Online,49.15
5785,Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,57,245,108,Online,55.92
5786,West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,32,57,182,80,Online,56.04
5787,Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,47,56,263,121,Online,53.99
5788,Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,33,56,185,94,Online,49.19
5789,West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,41,56,230,147,Online,36.09
5790,West Gear,1128299,6/17/2020,West,Washington,Seattle,Men's Apparel,59,56,330,132,Online,60
5791,Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,56,140,59,Online,57.86
5792,Foot Locker,1185732,12/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44,56,246,101,Online,58.94
5793,Kohl's,1189833,1/19/2021,Midwest,Montana,Billings,Men's Apparel,44,56,246,182,Online,26.02
5794,Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32,56,179,88,Online,50.84
5795,Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33,56,185,85,Online,54.05
5796,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,68,56,381,202,Online,46.98
5797,Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,56,280,109,Online,61.07
5798,Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,43,56,241,84,Online,65.15
5799,Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,41,56,230,90,Online,60.87
5800,Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,42,56,235,111,Online,52.77
5801,Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,58,56,325,162,Online,50.15
5802,Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,56,280,134,Online,52.14
5803,Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,28,56,157,86,Online,45.22
5804,West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,56,112,57,Online,49.11
5805,Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,56,106,52,Online,50.94
5806,Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Apparel,43,56,241,120,Online,50.21
5807,Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,106,45,Online,57.55
5808,Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,106,44,Online,58.49
5809,West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,39,56,218,87,Online,60.09
5810,West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,58,56,325,201,Online,38.15
5811,West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,34,56,190,89,Online,53.16
5812,West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,37,56,207,97,Online,53.14
5813,West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,60,56,336,185,Online,44.94
5814,Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,38,56,213,106,Online,50.23
5815,Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,56,213,115,Online,46.01
5816,Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29,56,162,70,Online,56.79
5817,Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,56,241,116,Online,51.87
5818,Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46,56,258,126,Online,51.16
5819,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,41,56,230,92,Online,60
5820,Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,56,246,89,Online,63.82
5821,Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,56,297,134,Online,54.88
5822,Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,43,56,241,140,Online,41.91
5823,Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,46,56,258,129,Online,50
5824,Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Apparel,59,56,330,145,Online,56.06
5825,Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53,56,297,125,Online,57.91
5826,Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39,56,218,103,Outlet,52.75
5827,Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46,56,258,100,Outlet,61.24
5828,West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Apparel,34,56,190,97,Outlet,48.95
5829,Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,38,56,213,89,Outlet,58.22
5830,Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,17,56,95,45,Outlet,52.63
5831,Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Apparel,36,56,202,79,Outlet,60.89
5832,Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,55,303,160,Online,47.19
5833,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,52,55,286,149,Online,47.9
5834,Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,23,55,127,63,Online,50.39
5835,Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,53,54,286,129,Online,54.9
5836,Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,39,54,211,95,Online,54.98
5837,Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,49,54,265,140,Online,47.17
5838,Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48,54,259,93,Online,64.09
5839,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,60,54,324,117,Online,63.89
5840,Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,205,96,Online,53.17
5841,Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,54,243,119,Online,51.03
5842,Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28,54,151,77,Online,49.01
5843,Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,45,54,243,107,Online,55.97
5844,Amazon,1185732,2/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,48,54,259,122,Online,52.9
5845,Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,49,54,265,130,Online,50.94
5846,Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,32,54,173,88,Online,49.13
5847,Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,54,173,74,Online,57.23
5848,Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41,54,221,97,Online,56.11
5849,Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,254,104,Online,59.06
5850,Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,58,54,313,141,Online,54.95
5851,Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,178,73,Online,58.99
5852,Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,54,200,82,Online,59
5853,West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,54,124,65,Online,47.58
5854,West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41,54,221,113,Online,48.87
5855,Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,37,54,200,100,Online,50
5856,Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,39,54,211,86,Online,59.24
5857,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,54,254,109,Online,57.09
5858,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,54,270,103,Online,61.85
5859,Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,59,54,319,159,Online,50.16
5860,Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,59,54,319,140,Online,56.11
5861,Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,54,324,120,Online,62.96
5862,Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,25,54,135,61,Outlet,54.81
5863,Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40,54,216,71,Outlet,67.13
5864,Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,42,54,227,98,Outlet,56.83
5865,Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46,54,248,97,Outlet,60.89
5866,Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,34,54,184,79,Outlet,57.07
5867,West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,27,54,146,57,Outlet,60.96
5868,Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,40,54,216,80,Outlet,62.96
5869,Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,54,173,52,Outlet,69.94
5870,Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,46,53,244,129,Online,47.13
5871,Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54,53,286,114,Online,60.14
5872,Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41,53,217,102,Online,53
5873,Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57,53,302,160,Online,47.02
5874,Foot Locker,1185732,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,53,154,69,Online,55.19
5875,Foot Locker,1185732,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,36,53,191,114,Online,40.31
5876,Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,50,53,265,95,Online,64.15
5877,Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Apparel,64,53,339,132,Online,61.06
5878,West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Apparel,43,53,228,130,Online,42.98
5879,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,55,53,292,125,Online,57.19
5880,Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,52,53,276,132,Online,52.17
5881,Foot Locker,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,59,53,313,150,Online,52.08
5882,West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,38,53,201,101,Online,49.75
5883,Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,53,170,68,Online,60
5884,Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,53,201,87,Online,56.72
5885,Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,39,53,207,91,Online,56.04
5886,Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10,53,53,23,Online,56.6
5887,West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,53,233,142,Online,39.06
5888,West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,36,53,191,86,Online,54.97
5889,West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,47,53,249,112,Online,55.02
5890,West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41,53,217,120,Online,44.7
5891,West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,24,53,127,62,Online,51.18
5892,Kohl's,1185732,2/8/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,32,53,170,85,Online,50
5893,Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,57,53,302,136,Online,54.97
5894,Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,33,53,175,65,Outlet,62.86
5895,Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38,53,201,75,Outlet,62.69
5896,Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,53,228,107,Outlet,53.07
5897,Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32,53,170,70,Outlet,58.82
5898,Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40,53,212,95,Outlet,55.19
5899,West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Apparel,35,53,186,85,Outlet,54.3
5900,West Gear,1128299,2/17/2021,South,Louisiana,New Orleans,Men's Apparel,33,53,175,82,Outlet,53.14
5901,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,41,53,217,70,Outlet,67.74
5902,Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,39,53,207,70,Outlet,66.18
5903,Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,18,53,95,41,Outlet,56.84
5904,Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,53,164,58,Outlet,64.63
5905,Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,36,53,191,52,Outlet,72.77
5906,Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,29,53,154,60,Outlet,61.04
5907,Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Apparel,41,53,217,91,Outlet,58.06
5908,Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,35,53,186,59,Outlet,68.28
5909,West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,46,52,239,167,Online,30.13
5910,West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,63,52,328,216,Online,34.15
5911,West Gear,1128299,6/23/2020,West,Washington,Seattle,Men's Apparel,60,52,312,119,Online,61.86
